,URL_ID,URL,title_file
65,Netclan20241082,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,article_data/Building_a_Physics-Informed_Neural_Network_for_Circuit_Evaluation.txt
66,Netclan20241083,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,article_data/Connecting_MongoDB_Database_to_Power_BI_Dashboard_Dashboard_Automation.txt
67,Netclan20241084,https://insights.blackcoffer.com/data-transformation/,article_data/Data_Transformation.txt
68,Netclan20241085,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,"article_data/E-commerce_Store_Analysis_–_Purchase_Behavior,_Ad_Spend,_Conversion,_Traffic,_etc….txt"
69,Netclan20241086,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,article_data/KPI_Dashboard_for_Accountants.txt
70,Netclan20241087,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,article_data/Return_on_Advertising_Spend_Dashboard_Marketing_Automation_and_Analytics_using_ETL_and_Dashboard.txt
71,Netclan20241088,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,article_data/Ranking_customer_behaviours_for_business_strategy.txt
72,Netclan20241089,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,"article_data/Algorithmic_trading_for_multiple_commodities_markets,_like_Forex,_Metals,_Energy,_etc..txt"
73,Netclan20241090,https://insights.blackcoffer.com/trading-bot-for-forex/,article_data/Trading_Bot_for_FOREX.txt
74,Netclan20241091,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,article_data/Python_model_for_the_analysis_of_sector-specific_stock_ETFs_for_investment_purposes.txt
75,Netclan20241092,https://insights.blackcoffer.com/medical-classification/,article_data/Medical_Classification.txt
76,Netclan20241093,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,article_data/Design_&_Develop_BERT_Question_Answering_model_explanations_with_visualization.txt
77,Netclan20241094,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,article_data/Design_and_develop_solution_to_anomaly_detection_classification_problems.txt
78,Netclan20241095,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,article_data/An_ETL_Solution_for_Currency_Data_to_Google_Big_Query.txt
79,Netclan20241096,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,article_data/ETL_and_MLOps_Infrastructure_for_Blockchain_Analytics.txt
80,Netclan20241097,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,article_data/An_agent-based_model_of_a_Virtual_Power_Plant_(VPP).txt
81,Netclan20241098,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,article_data/Transform_API_into_SDK_library_and_widget.txt
82,Netclan20241099,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,article_data/Integration_of_a_product_to_a_cloud-based_CRM_platform.txt
83,Netclan20241100,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,article_data/A_web-based_dashboard_for_the_filtered_data_retrieval_of_land_records.txt
84,Netclan20241101,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,article_data/Integration_of_video-conferencing_data_to_the_existing_web_app.txt
85,Netclan20241102,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,article_data/Design_&_develop_an_app_in_retool_which_shows_the_progress_of_the_added_video.txt
86,Netclan20241103,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,"article_data/Auvik,_Connectwise_integration_in_Grafana.txt"
87,Netclan20241104,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,article_data/Data_integration_and_big_data_performance_using_Elasticsearch.txt
88,Netclan20241105,https://insights.blackcoffer.com/web-data-connector/,article_data/Web_Data_Connector.txt
89,Netclan20241106,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,article_data/An_app_for_updating_the_email_id_of_the_user_and_stripe_refund_tool_using_retool.txt
90,Netclan20241107,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,article_data/An_AI_ML-based_web_application_that_detects_the_correctness_of_text_in_a_given_video.txt
91,Netclan20241108,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,"article_data/Website_Tracking_and_Insights_using_Google_Analytics,_&_Google_Tag_Manager.txt"
92,Netclan20241109,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,article_data/Dashboard_to_track_the_analytics_of_the_website_using_Google_Analytics_and_Google_Tag_Manager.txt
93,Netclan20241110,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,"article_data/Power_BI_Dashboard_on_Operations,_Transactions,_and_Marketing_Data,_embedding_the_Dashboard_to_Web_App.txt"
94,Netclan20241111,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,"article_data/NFT_Data_Automation_(looksrare),_and_ETL_tool.txt"
95,Netclan20241112,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,article_data/Optimize_the_data_scraper_program_to_easily_accommodate_large_files_and_solve_OOM_errors.txt
96,Netclan20241113,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,article_data/Making_a_robust_way_to_sync_data_from_airtables_to_mongoDB_using_python_–_ETL_Solution.txt
97,Netclan20241114,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,article_data/Incident_Duration_Prediction_–_Infrastructure_and_Real_Estate.txt
98,Netclan20241115,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,article_data/Statistical_Data_Analysis_of_Reinforced_Concrete.txt
99,Netclan20241116,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,article_data/Database_Normalization_&_Segmentation_with_Google_Data_Studio_Dashboard_Insights.txt
100,Netclan20241117,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,article_data/Power_BI_dashboard_to_drive_insights_from_complex_data_to_generate_business_insights.txt
101,Netclan20241118,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,article_data/Real-time_dashboard_to_monitor_infrastructure_activity_and_Machines.txt
102,Netclan20241119,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,article_data/Electric_Vehicles_(EV)_Load_Management_System_to_Forecast_Energy_Demand.txt
103,Netclan20241120,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,article_data/Power_BI_Data-Driven_Map_Dashboard.txt
104,Netclan20241121,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,article_data/Google_Local_Service_Ads_(LSA)_Leads_Dashboard.txt
105,Netclan20241122,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,article_data/AWS_Lex_Voice_and_Chatbot.txt
106,Netclan20241123,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/,"article_data/MetaBridges_API_Decentraland_Integration_–_AR,_VR.txt"
107,Netclan20241124,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/,article_data/Microsoft_Azure_chatbot_with_LUIS_(Language_Understanding).txt
108,Netclan20241125,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,"article_data/Impact_of_news,_media,_and_press_on_innovation,_startups,_and_investments.txt"
109,Netclan20241126,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,article_data/AWS_QuickSight_Reporting_Dashboard.txt
110,Netclan20241127,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,"article_data/Google_Data_Studio_Dashboard_for_Marketing,_ads_and_Traction_data.txt"
111,Netclan20241128,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,article_data/Gangala.in_E-commerce_Big_Data_ETL___ELT_Solution_and_Data_Warehouse.txt
112,Netclan20241129,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,article_data/Big_Data_solution_to_an_online_multivendor_marketplace_eCommerce_business.txt
113,Netclan20241130,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,article_data/Creating_a_custom_report_and_dashboard_using_the_data_got_from_Atera_API.txt
114,Netclan20241131,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,article_data/Azure_Data_Lake_and_Power_BI_Dashboard.txt
115,Netclan20241132,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,article_data/Google_Data_Studio_Pipeline_with_GCP_MySQL.txt
116,Netclan20241133,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/,"article_data/QuickBooks_dashboard_to_find_patterns_in_finance,_sales,_and_forecasts.txt"
117,Netclan20241134,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/,"article_data/Marketing,_sales,_and_financial_data_business_dashboard_(Wink_Report).txt"
118,Netclan20241135,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/,article_data/React_Native_Apps_in_the_Development_Portfolio.txt
119,Netclan20241136,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/,"article_data/A_Leading_Law_Firm_in_the_USA,_Website_SEO_&_Optimization.txt"
120,Netclan20241137,https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/,"article_data/A_Leading_Hospitality_Firm_in_the_USA,_Website_SEO_&_Optimization.txt"
121,Netclan20241138,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/,"article_data/A_Leading_Firm_in_the_USA,_Website_SEO_&_Optimization.txt"
122,Netclan20241139,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/,"article_data/A_Leading_Musical_Instrumental,_Website_SEO_&_Optimization.txt"
123,Netclan20241140,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/,"article_data/A_Leading_Firm_in_the_USA,_SEO_and_Website_Optimization.txt"
124,Netclan20241141,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/,article_data/Immigration_Datawarehouse_&_AI-based_recommendations.txt
125,Netclan20241142,https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/,article_data/Lipsync_Automation_for_Celebrities_and_Influencers.txt
126,Netclan20241143,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/,article_data/Key_Audit_Matters_Predictive_Modeling.txt
127,Netclan20241144,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/,article_data/Splitting_of_Songs_into_its_Vocals_and_Instrumental.txt
128,Netclan20241145,https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/,article_data/AI_and_ML_technologies_to_Evaluate_Learning_Assessments.txt
129,Netclan20241146,https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/,"article_data/Datawarehouse,_and_Recommendations_Engine_for_AirBNB.txt"
130,Netclan20241147,https://insights.blackcoffer.com/real-estate-data-warehouse/,article_data/Real_Estate_Data_Warehouse.txt
131,Netclan20241148,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/,article_data/Traction_Dashboards_of_Marketing_Campaigns_and_Posts.txt
132,Netclan20241149,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/,article_data/Google_Local_Service_Ads_(LSA)_Data_Warehouse.txt
133,Netclan20241150,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/,article_data/Google_Local_Service_Ads_Missed_Calls_and_Messages_Automation_Tool.txt
134,Netclan20241151,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/,article_data/Marketing_Ads_Leads_Call_Status_Data_Tool_to_BigQuery.txt
135,Netclan20241152,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/,article_data/Marketing_Analytics_to_Automate_Leads_Call_Status_and_Reporting.txt
136,Netclan20241153,https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/,"article_data/CallRail,_Analytics_&_Leads_Report_Alert.txt"
137,Netclan20241154,https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/,article_data/Marketing_Tool_to_Notify_Leads_to_Clients_over_Email_and_Phone.txt
138,Netclan20241155,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/,article_data/Data_ETL_Local_Service_Ads_Leads_to_BigQuery.txt
139,Netclan20241156,https://insights.blackcoffer.com/marbles-stimulation-using-python/,article_data/Marbles_Stimulation_using_python.txt
140,Netclan20241157,https://insights.blackcoffer.com/stocktwits-data-structurization/,article_data/Stocktwits_Data_Structurization.txt
141,Netclan20241158,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/,article_data/Sentimental_Analysis_on_Shareholder_Letter_of_Companies.txt
142,Netclan20241159,https://insights.blackcoffer.com/population-and-community-survey-of-america/,article_data/Population_and_Community_Survey_of_America.txt
143,Netclan20241160,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/,article_data/Google_LSA_API_Data_Automation_and_Dashboarding.txt
144,Netclan20241161,https://insights.blackcoffer.com/healthcare-data-analysis/,article_data/Healthcare_Data_Analysis.txt
145,Netclan20241162,https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/,"article_data/Budget,_Sales_KPI_Dashboard_using_Power_BI.txt"
146,Netclan20241163,https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/,"article_data/Amazon_Buy_Bot,_an_Automation_AI_tool_to_Auto-Checkouts.txt"
